title,type,country,rating,duration,listed_in,description,description_length,description_word_count,descr_polarity,descr_subjectivity
7 Din Mohabbat In,Movie,Pakistan,0.0,137,"Comedies, International Movies, Music & Musicals","Given just seven days by a genie to find a girl who will fall for him, a nerdy young man embarks on a madcap and messy search for his would-be wife.",148,31,-0.05,0.4
7 Khoon Maaf,Movie,India,1.0,148,"Dramas, International Movies, Thrillers","Spiced liberally with black comedy, this Bollywood drama follows the lethal love life of a woman who marries numerous men – only to find them flawed.",149,26,-0.033333333333333326,0.6066666666666667
72 Cutest Animals,TV Show,Australia,0.0,1,"Docuseries, International TV Shows, Science & Nature TV",This series examines the nature of cuteness and how adorability helps some animal species to survive and thrive in a variety of environments.,141,23,0.0,0.0
72 Dangerous Animals: Asia,TV Show,Australia,0.0,1,"Docuseries, International TV Shows, Science & Nature TV","From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?",126,22,-0.2,0.4
72 Dangerous Animals: Latin America,TV Show,"Australia, United States",0.0,1,"Docuseries, International TV Shows, Science & Nature TV","Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.",149,20,0.3,1.0
72 Dangerous Places to Live,TV Show,Australia,0.0,1,"Docuseries, International TV Shows, Science & Nature TV","Get up close and personal with avalanches, fiery volcanoes and other natural cataclysms, and learn why some choose to live in their destructive paths.",150,24,-0.09772727272727273,0.43500000000000005
7SEEDS,TV Show,,1.0,2,"Anime Series, International TV Shows","Shy Natsu awakens as part of a group chosen to ensure the survival of humanity. Together, they have to survive on a changed Earth.",130,24,-0.5,0.5
9 Months That Made You,TV Show,United States,0.0,1,"British TV Shows, Docuseries, Science & Nature TV","Witness the wonders of human gestation through cutting-edge CGI, and learn how those nine months inside the womb can affect all aspects of one's life.",150,25,0.0,0.1
90 ML,Movie,India,1.0,123,"Comedies, International Movies, Music & Musicals",Four friends shake up their lives when they meet a new woman in their apartment complex who encourages them to embrace their wild sides.,136,24,-0.02121212121212121,0.41818181818181815
93 Days,Movie,Nigeria,0.0,121,"Dramas, International Movies, Thrillers",Heroic health workers fight to contain an Ebola outbreak when a patient arrives in Lagos with symptoms of the deadly virus. Based on a true story.,146,26,0.28333333333333327,0.65
A 2nd Chance,Movie,Australia,0.0,95,"Children & Family Movies, Dramas, Sports Movies","A gymnast lacks the confidence she needs to reach the top. But with the help of her new coach, she has the chance to win a spot on the national team.",149,31,0.4787878787878788,0.4515151515151515
A 3 Minute Hug,Movie,"Mexico, United States",0.0,28,"Documentaries, International Movies",This documentary captures the joy and heartbreak of families separated by the U.S.-Mexico border sharing a short but bittersweet reunion in 2018.,145,22,0.26666666666666666,0.16666666666666666
A Babysitter's Guide to Monster Hunting,Movie,United States,0.0,99,Children & Family Movies,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.",151,25,-0.12000000000000001,0.6199999999999999
A Bad Moms Christmas,Movie,"United States, China",1.0,104,Comedies,"Stressed-out moms Amy, Carla and Kiki are back, and the looming Christmas holiday gets even more daunting when their mothers show up for a visit.",145,25,0.25,0.25
A Beautiful Life,Movie,"China, Hong Kong",0.0,122,"Dramas, International Movies, Romantic Movies","After meeting under awkward circumstances, a glamorous businesswoman and a tradition-bound policeman begin a relationship that changes their lives.",147,19,-0.6,1.0
A Billion Colour Story,Movie,India,0.0,104,"Dramas, Independent Movies, International Movies",The curious child of idealistic interfaith parents observes an increasingly intolerant world as his family faces financial strain.,130,18,-0.05,0.5
A Boy Called Po,Movie,United States,0.0,94,"Dramas, Sci-Fi & Fantasy","After his wife's death, an overworked engineer struggles to care for his son with autism, who regresses into a fantasy world to escape real-life bullying.",154,25,0.0,0.0
A Boy Name Flora A,TV Show,Taiwan,1.0,1,"International TV Shows, TV Comedies, TV Dramas",A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay respects to a dying grandmother who won’t pass on.,150,24,0.0,0.0
A Bridge Too Far,Movie,"United States, United Kingdom",0.0,176,"Action & Adventure, Classic Movies, Dramas",This wartime drama details a pivotal day in 1944 when an Allied task force tried to win World War II by seizing control of key bridges in Holland.,146,28,0.43333333333333335,0.7333333333333334
A California Christmas,Movie,United States,0.0,107,"Comedies, Romantic Movies","With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family’s land before Christmas.",152,27,0.5,1.0
A Champion Heart,Movie,United States,0.0,90,"Children & Family Movies, Dramas","When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",140,27,0.13333333333333333,0.3
A Chaster Marriage,Movie,Turkey,0.0,94,"Comedies, International Movies, Romantic Movies","Forced to wed his childhood friend, a man obsessed with football attempts to get rid of his wife in order to keep the woman he truly loves.",139,27,-0.4,0.6
A Choo,Movie,Taiwan,0.0,101,"Action & Adventure, International Movies, Romantic Movies","Determined to win the heart of his childhood crush from orphanage, EJ becomes a boxer with superpowers and soon confronts a formidable villain.",143,23,0.8,0.4
A Christmas Catch,Movie,Canada,0.0,87,"Dramas, Romantic Movies",A cop working undercover to trail a possible diamond thief gets caught in a tricky spot when she finds new clues — and new feelings — for the suspect.,150,29,0.0909090909090909,0.6363636363636364
A Christmas Prince,Movie,United States,0.0,92,"Children & Family Movies, Dramas, Romantic Movies",Christmas comes early for an aspiring young journalist when she's sent abroad to get the scoop on a dashing prince who's poised to be king.,139,25,0.1,0.35
A Christmas Prince: The Royal Baby,Movie,United States,0.0,85,"Children & Family Movies, Dramas, Romantic Movies","Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must save her family and kingdom by unwrapping a monarchy mystery.",150,25,0.125,0.6666666666666666
A Christmas Prince: The Royal Wedding,Movie,United States,0.0,93,"Children & Family Movies, Dramas, Romantic Movies","A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol.",143,24,0.2,0.47857142857142854
A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,Movie,"France, South Korea, Japan",0.0,22,Movies,Parisian teen Marinette transforms herself into superhero Ladybug to find her lonely secret crush Adrien when he runs away from home at Christmas.,146,23,-0.16666666666666666,0.4666666666666666
A Cinderella Story,Movie,"United States, Canada",0.0,95,"Children & Family Movies, Comedies",Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,144,27,0.0,0.0
A Cinderella Story: Christmas Wish,Movie,United States,0.0,86,"Children & Family Movies, Comedies, Music & Musicals","Despite her vain stepmother and mean stepsisters, an aspiring singer works as an elf at a Christmas tree lot and finds her own holiday miracle.",143,25,0.14375,0.84375
A Clockwork Orange,Movie,"United Kingdom, United States",1.0,137,"Classic Movies, Cult Movies, Dramas","In this dark satire from director Stanley Kubrick, a young, vicious sociopath in a dystopian England undergoes an experimental rehabilitation therapy.",150,21,-0.23750000000000002,0.55
A Dangerous Woman,Movie,United States,1.0,101,"Dramas, Romantic Movies","At the center of this engrossing melodrama is a Golden Globe-nominated turn by Debra Winger, who plays a sheltered, slow-witted woman living with her widowed Aunt Frances while working at a dry cleaners.",203,33,0.08666666666666667,0.42000000000000004
A Fairly Odd Summer,Movie,United States,0.0,68,"Children & Family Movies, Comedies","In this live-action adventure, the gang heads to Hawaii, where Timmy learns the source of all fairy magic is in dangerous hands.",128,22,-0.04999999999999999,0.95
A Fall from Grace,Movie,United States,1.0,121,"Dramas, Thrillers","When gentle, law-abiding Grace confesses to killing her new husband, her skeptical young lawyer sets out to uncover the truth. A film by Tyler Perry.",149,25,-0.015909090909090907,0.5386363636363637
A Family Affair,Movie,"Netherlands, Denmark, South Africa",0.0,111,"Documentaries, International Movies",The filmmaker hunts for the missing puzzle pieces of his family history during a visit with a complex and controversial figure: his grandmother.,144,23,0.01666666666666668,0.4666666666666666
A Family Man,Movie,"Canada, United States",1.0,110,Dramas,A ruthless corporate headhunter battles his rival for a promotion while dealing with a family crisis that threatens to derail his career.,137,22,-0.5,0.5
A Family Reunion Christmas,Movie,United States,0.0,29,Movies,M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.,150,24,0.0,0.0
A Flying Jatt,Movie,India,0.0,142,"Action & Adventure, International Movies, Sci-Fi & Fantasy",A timid man gets unexpected superpowers while trying to save his family's land and a sacred tree from a ruthless tycoon.,120,21,-0.45,1.0
A Fortunate Man,Movie,Denmark,1.0,168,"Dramas, International Movies","A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen's elite, but the pride propelling him threatens to be his ruin.",151,25,0.4,0.5
A Futile and Stupid Gesture,Movie,United States,1.0,102,Comedies,"In a brief life full of triumph and failure, ""National Lampoon"" co-founder Doug Kenney built a comedy empire, molding pop culture in the 1970s.",143,24,0.01111111111111109,0.39444444444444443
A Ghost Story,Movie,United States,1.0,92,"Dramas, Independent Movies","Following a fatal car crash, a man's spirit remains stuck in the home he shared with his wife as doors into the past and future begin to open.",142,28,-0.0625,0.24375
A Glimpse Inside the Mind of Charles Swan III,Movie,United States,1.0,86,"Comedies, Independent Movies","When his girlfriend walks out and leaves him a wreck, a graphic designer – who seemed to have it all – sets out to discover where he went wrong.",144,29,-0.25,0.65
